OMIM:117360	Spinocerebellar ataxia 29, congenital nonprogressive		HP:0002078	PMID:28659154	PCS		21/21			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:117360	Spinocerebellar ataxia 29, congenital nonprogressive		HP:0001263	PMID:28659154	PCS		21/21			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:117360	Spinocerebellar ataxia 29, congenital nonprogressive		HP:0000750	PMID:28659154	PCS		21/21			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:117360	Spinocerebellar ataxia 29, congenital nonprogressive		HP:0001252	PMID:28659154	PCS		17/21			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:117360	Spinocerebellar ataxia 29, congenital nonprogressive		HP:0001249	PMID:28659154	PCS		17/21			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:142900	Holt-Oram syndrome		HP:0002817	PMID:8730285	PCS		55/55			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:142900	Holt-Oram syndrome		HP:0002817	PMID:30552424	PCS		78/78			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:142900	Holt-Oram syndrome		HP:0002817	PMID:8114858	PCS		37/37			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:142900	Holt-Oram syndrome		HP:0001191	PMID:8114858	PCS		37/37			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:142900	Holt-Oram syndrome		HP:0001627	PMID:8730285	PCS		52/55			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:142900	Holt-Oram syndrome		HP:0001627	PMID:30552424	PCS		71/78			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:142900	Holt-Oram syndrome		HP:0002557	PMID:30552424	PCS		31/34			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:162000	Tubulointerstitial kidney disease, autosomal dominant 1		HP:0000083	PMID:21868615	PCS		303/303			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:162000	Tubulointerstitial kidney disease, autosomal dominant 1		HP:0000083	PMID:32450155	PCS		303/303			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:162000	Tubulointerstitial kidney disease, autosomal dominant 1		HP:0000083	PMID:29784615	PCS		41/41			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:162000	Tubulointerstitial kidney disease, autosomal dominant 1		HP:0032169	PMID:21868615	PCS		109/109			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:162000	Tubulointerstitial kidney disease, autosomal dominant 1		HP:0032169	PMID:32450155	PCS		303/303			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:162000	Tubulointerstitial kidney disease, autosomal dominant 1		HP:0032169	PMID:29784615	PCS		41/41			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:162000	Tubulointerstitial kidney disease, autosomal dominant 1		HP:0002149	PMID:29784615	PCS		36/41			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:162000	Tubulointerstitial kidney disease, autosomal dominant 1		HP:0002149	PMID:21868615	PCS		31/42			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:162000	Tubulointerstitial kidney disease, autosomal dominant 1		HP:0031843	PMID:32450155	PCS		303/303			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:162000	Tubulointerstitial kidney disease, autosomal dominant 1		HP:0031843	PMID:33574344	PCS		HP:0031843			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:256500	Netherton syndrome		HP:0007431	PMID:39529577	PCS		142/162			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:256500	Netherton syndrome		HP:0007431	PMID:31975472	PCS		14/14			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:256500	Netherton syndrome		HP:0002213	PMID:39529577	PCS		134/162			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:256500	Netherton syndrome		HP:0002213	PMID:31975472	PCS		14/14			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:256500	Netherton syndrome		HP:0001047	PMID:31975472	PCS		14/14			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:256500	Netherton syndrome		HP:0003212	PMID:31975472	PCS		11/12			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:256500	Netherton syndrome		HP:0002718	PMID:31975472	PCS		12/14			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:256810	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)		HP:0006554	PMID:29282788	PCS		96/100			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:256810	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)		HP:0001396	PMID:32689978	PCS		21/23			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:256810	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)		HP:0001399	PMID:32689978	PCS		20/23			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:256810	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)		HP:0001263	PMID:29282788	PCS		HP:0040281			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:256810	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)		HP:0001508	PMID:23714749	PCS		17/17			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:256810	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)		HP:0001252	PMID:23714749	PCS		HP:0040281			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:256810	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)		HP:0011968	PMID:23714749	PCS		HP:0040281			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:256810	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)		HP:0001943	PMID:23714749	PCS		HP:0040281			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:256810	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)		HP:0003128	PMID:29282788	PCS		79/100			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:277000	Mayer-Rokitansky-Kuster-Hauser syndrome		HP:0000786	PMID:27349924	PCS		HP:0040281			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:277000	Mayer-Rokitansky-Kuster-Hauser syndrome		HP:0000141	PMID:22943664	PCS		284/284			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:277000	Mayer-Rokitansky-Kuster-Hauser syndrome		HP:0000012	PMID:22943664	PCS		239/284			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:277000	Mayer-Rokitansky-Kuster-Hauser syndrome		HP:0000144	PMID:22943664	PCS		284/284			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:277000	Mayer-Rokitansky-Kuster-Hauser syndrome		HP:0034255	PMID:22943664	PCS					P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:607398	Glucocorticoid deficiency 2		HP:0000846	PMID:19558534	PCS		22/22			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:607398	Glucocorticoid deficiency 2		HP:0003138	PMID:19558534	PCS		22/22			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:607398	Glucocorticoid deficiency 2		HP:0000572	PMID:19558534	PCS		HP:0040281			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:607398	Glucocorticoid deficiency 2		HP:0001988	PMID:19558534	PCS		HP:0040281			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:607398	Glucocorticoid deficiency 2		HP:0001250	PMID:19558534	PCS		HP:0040281			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:607398	Glucocorticoid deficiency 2		HP:0001508	PMID:19558534	PCS		HP:0040281			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:607398	Glucocorticoid deficiency 2		HP:0000952	PMID:19558534	PCS		HP:0040281			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:610042	Pitt-Hopkins like syndrome 1		HP:0001249	PMID:16571880	PCS		13/13			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:610042	Pitt-Hopkins like syndrome 1		HP:0007359	PMID:16571880	PCS		13/13			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:610042	Pitt-Hopkins like syndrome 1		HP:0002376	PMID:16571880	PCS		13/13			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:610042	Pitt-Hopkins like syndrome 1		HP:0000752	PMID:16571880	PCS		13/13			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:610042	Pitt-Hopkins like syndrome 1		HP:0004482	PMID:16571880	PCS		13/13			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:610042	Pitt-Hopkins like syndrome 1		HP:0001315	PMID:16571880	PCS		13/13			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:610042	Pitt-Hopkins like syndrome 1		HP:0001270	PMID:16571880	PCS		13/13			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:610042	Pitt-Hopkins like syndrome 1		HP:0001263	PMID:37183190	PCS		21/22			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:610042	Pitt-Hopkins like syndrome 1		HP:0001250	PMID:37183190	PCS		21/22			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:610370	Diarrhea 4, malabsorptive, congenital		HP:0004398	PMID:25120094	PCS		11/11			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:610370	Diarrhea 4, malabsorptive, congenital		HP:0011968	PMID:25120094	PCS		7/7			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:610370	Diarrhea 4, malabsorptive, congenital		HP:0003764	PMID:25120094	PCS		11/11			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:610370	Diarrhea 4, malabsorptive, congenital		HP:0000819	PMID:25120094	PCS		10/11			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:613826	Leber congenital amaurosis 6		HP:0000505	PMID:34722527	PCS		124/124			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:613826	Leber congenital amaurosis 6		HP:0000540	PMID:34722527	PCS		47/53			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:613826	Leber congenital amaurosis 6		HP:0007688	PMID:34722527	PCS		HP:0040281			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:614199	Nephrotic syndrome, type 5, with or without ocular abnormalities		HP:0000100	PMID:37705905	PCS		108/108			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
OMIM:614199	Nephrotic syndrome, type 5, with or without ocular abnormalities		HP:0001539	PMID:37705905	PCS		81/104			P	LLM:claude-sonnet-4-6-agentic[2026-06-15]
